nombre|carrera|plan|materia|nombre_materia|anio_de_cursada|periodo_dictado|obligatoria
Ingeniería de Sistemas|206|2011|0024|Lenguajes de Programación I|3|2do Cuatrimestre|S
Ingeniería de Sistemas|206|2011|0025|Sistemas Operativos I|3|2do Cuatrimestre|S
Ingeniería de Sistemas|206|2011|0026|Investigación Operativa I|3|2do Cuatrimestre|S
Ingeniería de Sistemas|206|2011|0027|Arquitectura de Computadoras y Técnicas Digitales|4|1er Cuatrimestre|S
Ingeniería de Sistemas|206|2011|0028|Teoría de la Información|4|1er Cuatrimestre|S
Ingeniería de Sistemas|206|2011|0029|Comunicación de Datos II|4|1er Cuatrimestre|S
Ingeniería de Sistemas|206|2011|0030|Introducción al Cálculo Diferencial e Integral|4|1er Cuatrimestre|S
Ingeniería de Sistemas|206|2011|0163|Configuración y Mantenimiento de Sistemas Operativos Orientados a Redes I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|0228|Técnicas de Documentación y Validación|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|0229|Interfaces de Usuario e Interacción|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|0230|Arquitecturas Web|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1001|Arquitecturas de Software Reflexivas|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1002|Tópicos Avanzados en Bases de Datos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1003|Procesamiento de Sonido|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1004|Procesamiento de Imágenes I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1005|Lenguajes de Programación II|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1006|Sistemas Operativos II|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1007|Sistemas Distribuidos I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1008|Modelos Dinámicos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1009|Introducción a la Lógica Matemática|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1010|Sistemas de Información y Concepción de BDOO|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1011|Microeconomía|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1012|Dirección General y Administración I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1013|Evaluación de Proyectos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1014|Modelos y Simulación I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1015|VHDL|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1016|Arquitecturas Avanzadas|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1017|Dirección General y Administración II|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1018|Ingeniería Legal|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1019|Sistemas de Gestión y Control de la Producción|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1020|Modelos y Simulación II|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1021|Proyectos de Informática, Concepción y Desarrollo|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1022|Macroeconomía|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1023|Tópicos de Inteligencia Artificial Distribuida|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1024|Introducción a Arquitecturas de Software|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1025|Desarrollo Industrial de Software|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1026|Framework Construction Workshop|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1027|Metaclass Mechanism - A CLOS Perspective|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1028|Multimedia|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1029|Criptografía y Aplicaciones en la Internet|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1030|Ingeniería de Requerimientos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1031|Tecnologías de Diseño de Interfaces a Usuario|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1032|Estereoscopía Digital I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1033|Tópicos de Análisis y Procesamiento de Señales|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1034|Arquitecturas TCP/IP|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1035|Programación en Internet / El Lenguaje de Programación Java|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1036|Matemática Aplicada|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1037|Microprogramación|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1038|Introducción a las Lógicas y Algebras Modales|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1039|Refinement Methods for Programs and Specifications|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1040|Sistemas de Razonamiento Computacional|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1041|Visualización de Datos de Ingeniería|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1042|Simulación de Procesos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1043|Diseño de Compiladores II|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1044|Procesos Estocásticos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1045|Control Automático I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1046|Control Automático II|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1047|Bases de Datos Avanzadas|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1048|Metodologías de Desarrollo de Software II|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1049|Modelística Avanzada|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1050|Razonamiento Basado en Casos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1051|Sistemas Multi-Agentes|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1052|Transformada de Fourier y Wavelets|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1053|Visualización Tridemensional|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1054|Programación en Lenguaje Ensamblador|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1055|Construcción de Interfaces a Usuario|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1056|Inteligencia Artificial|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1057|Visualización Computacional de Datos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1058|Sistemas Móviles|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1059|Multicast IP|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1060|Información Referenciada|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1061|Sistemas de Visualización y Exploración de Información|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1062|Agentes Inteligentes|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1063|Multi-Agent Systems|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1064|Retrieval, Filtering and Classification of Text Documents|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1065|Software Architecture in Practice|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1066|Modelamiento Conceptual e Ingeniería de Sistemas de Información|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1067|Estrategias para la Resolución de Problemas de Satisfaccion de Restricciones|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1068|"Técnicas de ""Programación Hardware"":CAD para FPGAs y CPLDs"|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1069|Modelos Discretos: Matrices y Grafos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1070|Arquitecturas de Sistemas Interactivos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1071|Management de Tecnología|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1072|Introducción a la Lógica Modal|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1073|Introducción a la Visión en Robótica y Modelos Numéricos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1074|Introducción al Data Warehouse, Olap y Data Mining|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1075|Algoritmos en Hardware: Lógica Programable y otras opciones VLSI|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1076|Diseño de Interfaces|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1077|Herramientas de Desarrollo de Aplicaciones en Internet: Comercio Electrónico y Computación Móvil|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1078|Introduction to Multi-Agent Systems|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1079|Object-Oriented Enterprise and Application Frameworks|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1080|Frameworks Orientados a Objetos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1081|Enfoques Reflexivos para Agentes, Aspectos y Patrones de Diseño|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1082|Tópicos Avanzados en Comunicación de Datos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1083|Introducción al Data Mining, su Aplicación a la Empresa|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1084|Organización e Informatización de Proyectos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1085|Aprendizaje Simbólico de Máquina|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1087|Diseño de Controladores en Lógica Difusa|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1088|Software Design Methods: UML in Action|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1089|Herramientas para el Desarrollo de Aplicaciones en Internet: Comercio Electrónico y  Computación Móvil|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1091|Enfoques Reflexivos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1092|ALU en Microprocesadores. Implementación CLD, FSM y FPGA|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1093|Desarrollo de Software con UML|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1094|Taller de Linux: Programación de Drivers en RTL|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1095|Técnicas de Lógica Difusa en Control Automático|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1096|Agentes Inteligentes en Internet|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1097|Integridad en Bases de Datos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1098|Ingeniería de Requisitos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1099|Tópicos Avanzados en Data Mining|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1100|Metodologías para Desarrollo de Agentes|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1101|Taller de UML|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1102|Procesamiento de Imágenes II|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1103|Sistemas de Información y Control de Marketing|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1104|Tecnología Avanzada para el Desarrollo de Aplicaciones Distribuidas|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1105|Métodos Relacionales para la Especificación de Software|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1106|Introducción al Uso de  VHDL en FPGAs: Entorno de Diseño ISE|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1107|Modelado e Integración de Empresas: Principios y Aplicaciones|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1108|Sistemas de Tiempo Real|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1109|Introducción al Model Checking|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1110|Ingeniería de Software de Aplicaciones Web|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1111|Decisiones Financieras|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1112|Evaluación de Proyectos Informáticos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1114|Introducción a la Teoría y Aplicaciones de Redes Neuronales Artificiales|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1115|Análisis y Recuperación de Información|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1116|Sistemas de Administración de Recursos Humanos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1117|Performance and Scalability of E-Commerce Systems|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1118|Microcontroladores|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1119|Agentes Personales|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1120|Programación de Hardware: VHDL en FPGAs|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1121|Descubrimiento de Conocimiento en Base de Datos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1122|Proyectos Informáticos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1123|Introducción a la Robótica Basada en Comportamientos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1124|Introduction to Answer Set Programming|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1125|Visualización Computacional de Datos I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1126|Visualización Computacional de Datos II|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1127|Fundamentos Matemáticos de la Visión 3D en Robótica|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1128|Desarrollo de Software Orientado a Aspectos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1130|Software Libre - Código Abierto|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1131|Métodos Numéricos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1132|Synthesis of Arithmetic Circuits: FPGA,  ASIC and Embedded Systems|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1133|Advance Topics Software Architecture|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1134|Interacción Digital entre Aplicaciones|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1135|Introducción a las Wavelets|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1136|Métodos Formales Livianos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1137|Programming Mobile Device: An Introduction|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1138|Introducción a Grid Computing|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1139|Current Best Practices in Software Architecture|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1140|Introducción a las Redes Neuronales y la Neuro - Programación Dinámica|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1141|Bioinformática: Conceptos Básicos y Metodología|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1142|Teledetección Satelital Cuantitativa|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1143|Visualización Computacional I|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1144|Visualización Computacional II|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1145|Arquitectura de Software Dirigida por Modelos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1146|Introducción a Human-Computer Interaction|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1147|Técnicas y Herramientas para Modelos del Negocio|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1149|Lenguajes de Especificación de Hardware: VHDL para principiantes|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1150|Modelos y Simulación para la Gestión Organizacional|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1151|Diseño con Lógica Programable: FPGAs, Herramientas EDA y VHDL|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1152|Introducción a los Algorítmos de Planning|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1153|Ingeniería del Conocimiento|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1154|Fundamentos de Knowledge Management|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1155|Introducción a Evolución de Sistemas de Software|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1156|Taller en Informática de Gestión - Herramientas para la decisión y la acción|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1157|Taller de Tiempo Real para Control Robótico|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1158|Técnicas Avanzadas de Diseño de Sistemas Digitales|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1160|Sistemas de Recomendación de Información|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1161|Taller de Programación Orientada a Objetos en Java|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1162|Taller de Sistemas de Información Geográfica|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1163|Síntesis de Circuitos Aritméticos, FPGA, ASIC, Sistemas Embebidos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1166|Aprendizaje Colaborativo Soportado por Computadoras|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1167|Introducción a Computación Evolutiva|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1168|Model Checking|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1169|Teledetección: Fundamentos y su aplicación en Sistemas de Información Geográfica (SIG)|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1171|Gestión del Conocimiento|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1173|Introducción a la Navegación Autónoma de Robots|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1175|Organización, Integridad e Informatización|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1176|Descubrimiento de Conocimiento a partir de Datos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1177|Informática Médica|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1180|Modelado de Datos en el Mundo Real: Teoría vs. Práctica|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1181|Técnicas de Ingeniería Inversa en el Contexto de Arquitecturas de Software Dirigidas por Modelos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1182|Trabajo Colaborativo soportado por Computadora|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1183|Computación Paralela y Distribuída|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1184|Introducción a la Optimización de Restricciones Distribuída|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1185|Minería de Redes Sociales|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1186|Organización y  Gestión de Empresas|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1187|Tópicos de Matemática Computacional|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1188|Organización Empresarial|4|1er Cuatrimestre|S
Ingeniería de Sistemas|206|2011|1192|Sistemas de Interfaz Natural|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1193|Sistemas de Información Geográfica Open Source|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1194|Minería de Redes Sociales II, Análisis de Redes Sociales Dinámicas|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1195|Redes de Sensores|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1197|Métodos de Desarrollo Centrados en Arquitecturas de Software|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1198|Minería de Datos WEB|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1203|Minería de Datos para Descubrir Modelos Causales|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1206|Tecnologías de la Información en Salud|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1209|Negocios con Base Tecnológica|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1211|Taller de Programación de Videojuegos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1212|Desarrollo de Software Dirigido por Modelos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1213|Aceleración Hardware de Algorítmos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1215|Introducción a la Simulación de Sistemas Dinámicos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1217|Redes Sociales Basadas en Localización|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1218|Informática Industrial|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1220|Cooperativismo y Economía Social y Solidaria RCA 026/2015|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1221|Minería de Datos para Descubrir Modelos Causales RCA 026/2015|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1224|Informática Industrial RCA 026/2015|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1225|Derecho Informático|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1227|Taller de Trabajo Colaborativo|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1228|Desarrollo de Software Dirigido por Modelos RCA  157/2015|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1230|Taller de Desarrollo Web|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1231|Sistemas de Personalización|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1233|Científicos de Datos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1234|Introducción a la Actuación en Informática Judicial|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1240|Taller de Programación JAVA|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1241|Arquitecturas para Big Data|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1242|Formulación de Proyectos y Planes Estratégicos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1245|Autonomía e Inteligencia Artificial|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1246|Científicos de Datos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1254|Técnicas de Arquitectura de Software|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1255|Introducción a los Fundamentos de las Criptomonedas|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1256|Taller de Programación de Blockchain|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1257|Minería de Datos WEB RCA 030/2018|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1258|Inteligencia Artificial RCA 030/2018|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1259|Introducción a la Computación Evolutiva|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1262|Introducción a los Sistemas Embebidos|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1285|Inteligencia de Negocios y Ciudades Inteligentes|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1286|Agentes Inteligentes Personales|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1305|Sistemas de Recomendación|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1338|#MicroDiseño: Diseño Agil Inteligente de Software|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1342|Computación Científica de Alto Desempeño|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1343|Desarrollo de Habilidades no Técnicas (Transformando las Soft Skills en Power sk)|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1344|Modelling Brains|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1345|Neuroscience of Learning Machines|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1346|Taller de Inteligencia Artificial|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1357|Computación Afectiva: Detección Automática de Emociones y Personalidad|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|4081|Electrónica|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|4097|Productos Tensoriales de Espacios Vectoriales|4|1er Cuatrimestre|N
Ingeniería de Sistemas|206|2011|0031|Diseño de Sistemas de Software|4|2do Cuatrimestre|S
Ingeniería de Sistemas|206|2011|0032|Diseño de Compiladores I|4|2do Cuatrimestre|S
Ingeniería de Sistemas|206|2011|0176|Formulación y Evaluación de Proyectos|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1086|Cuadro de Mando Integral|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1090|Taller de Sistemas Multi-Agentes|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1113|Introducción a la Gestión del Conocimiento|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1129|Métodos Agiles para el Desarrollo de Software|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1148|Taller de Ingeniería de Software|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1159|Computación Orientada a Servicios|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1164|Seguridad de Sistemas Informáticos|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1165|Taller de Informática de Gestión II - Conocimiento en Acción|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1170|Diseño de Interacción Centrado en el Usuario|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1172|Introducción a los Algorítmos de Planeamiento|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1174|Taller de Microcontroladores|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1178|Inteligencia de Negocios|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1179|Introducción a la Programación de Dispositivos Móviles|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1189|Fundamentos de Economía y Proyectos de Inversión|4|2do Cuatrimestre|S
Ingeniería de Sistemas|206|2011|1191|Introducción al GPU Computing|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1196|Fundamentos de Navegación Autónoma de Robots|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1204|Estrategias para Mejorar la Separación de Concerns|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1210|Control de Procesos en Tiempo-Real|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1214|Cooperativismo y Economía Social y Solidaria|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1216|Taller de Imágenes Médicas|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1219|Arquitecturas para Computación en la Nube|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1232|Minería de Datos con R|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1236|Taller de Trabajo Colaborativo (RCA 198/2016)|4|2do Cuatrimestre|N
Ingeniería de Sistemas|206|2011|1237|Derecho Informático RCA 198/2016|4|2do Cuatrimestre|N
